id,salary_min,longitude,salary_max,redirect_url,salary_is_predicted,latitude,title,company,created,description,adref,location,__CLASS__,category,contract_time,contract_type
5612955351,185861.53,-98.656775,185861.53,https://www.adzuna.com/land/ad/5612955351?se=bjp20i4G8RGFq4ybVf_qIg&utm_medium=api&utm_source=8fc3911e&v=483B6DC50A90F83E4A725BC8BFAE37C039738BFD,1,31.709263,Senior Python??Developer,"{'display_name': 'Balin Technologies', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-02-03T21:21:44Z,"-5 Days Onsite Strong hands-on development experience with Python and the WebRTC protocol. Extensive AWS development experience, specifically with API Gateway and Microservices. Proficiency with core AWS services, including Lambda, Step Functions, S3, EC2, Code Pipeline, DynamoDB, and RDS. Experience designing and implementing RESTful services using XML/JSON. Strong SQL database experience. Proficiency in writing unit, functional, and integration tests within standard frameworks. Expertise in d…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYmpwMjBpNEc4UkdGcTR5YlZmX3FJZyIsImkiOiI1NjEyOTU1MzUxIn0.KJxximtyIDbwY6j2uf6zU4cOC9_aPaxswut9JVCLzUI,"{'area': ['US', 'Texas'], 'display_name': 'Texas, US', '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs', 'tag': 'it-jobs'}",,
5621433243,122374.1,-73.657002,122374.1,https://www.adzuna.com/land/ad/5621433243?se=bjp20i4G8RGFq4ybVf_qIg&utm_medium=api&utm_source=8fc3911e&v=B4423C74018924A8456BF5C8F8C757837C7181A6,1,41.06156,Senior Software Developer- Python,"{'display_name': 'Interactive Brokers Group, Inc.', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-02-09T08:57:47Z,"Interactive Brokers Group, Inc. (Nasdaq: IBKR) is a global financial services company headquartered in Greenwich, CT, USA, with offices in over 15 countries. We have been at the forefront of financial innovation for over four decades, known for our cutting-edge technology and client commitment. IBKR affiliates provide global electronic brokerage services around the clock on stocks, options, futures, currencies, bonds, and funds to clients in over 200 countries and territories. We serve individu…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYyMTQzMzI0MyIsInMiOiJianAyMGk0RzhSR0ZxNHliVmZfcUlnIn0.s0Y9ktD2T8tTPz6iW5jCN6aO86xtU7I_mATrDFx0z0o,"{'area': ['US', 'Connecticut', 'Fairfield County', 'Glenville'], 'display_name': 'Glenville, Fairfield County', '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,"{'tag': 'it-jobs', 'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",full_time,
5560978805,102302.79,-80.8432,102302.79,https://www.adzuna.com/land/ad/5560978805?se=bjp20i4G8RGFq4ybVf_qIg&utm_medium=api&utm_source=8fc3911e&v=957F575D33DE674F27A6655E2137DE2BAFF2658A,1,35.2268,Senior Software Developer - Python,"{'display_name': 'SMBC Group', '__CLASS__': 'Adzuna::API::Response::Company'}",2025-12-31T13:13:46Z,"SMBC Group is a top-tier global financial group. Headquartered in Tokyo and with a 400-year history, SMBC Group offers a diverse range of financial services, including banking, leasing, securities, credit cards, and consumer finance. The Group has more than 130 offices and 80,000 employees worldwide in nearly 40 countries. Sumitomo Mitsui Financial Group, Inc. (SMFG) is the holding company of SMBC Group, which is one of the three largest banking groups in Japan. SMFG’s shares trade on the Tokyo…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYmpwMjBpNEc4UkdGcTR5YlZmX3FJZyIsImkiOiI1NTYwOTc4ODA1In0.USJjtt0nUwIgJ5IZwm-ebKsMpBHdiq1PWNigB-GvOk0,"{'area': ['US', 'North Carolina', 'Mecklenburg County', 'Charlotte'], 'display_name': 'Charlotte, Mecklenburg County', '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,"{'tag': 'it-jobs', 'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",full_time,
5567974951,101262.43,-80.8432,101262.43,https://www.adzuna.com/land/ad/5567974951?se=bjp20i4G8RGFq4ybVf_qIg&utm_medium=api&utm_source=8fc3911e&v=805A267BFAFF7016EC818C0482114DA7E034922B,1,35.2268,Python Developer - Risk Technology,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'SMBC Group'}",2026-01-05T09:26:30Z,"SMBC Group is a top-tier global financial group. Headquartered in Tokyo and with a 400-year history, SMBC Group offers a diverse range of financial services, including banking, leasing, securities, credit cards, and consumer finance. The Group has more than 130 offices and 80,000 employees worldwide in nearly 40 countries. Sumitomo Mitsui Financial Group, Inc. (SMFG) is the holding company of SMBC Group, which is one of the three largest banking groups in Japan. SMFG’s shares trade on the Tokyo…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYmpwMjBpNEc4UkdGcTR5YlZmX3FJZyIsImkiOiI1NTY3OTc0OTUxIn0.JiRrgZB37u9sFPxCZh1mknlEk2FlKGL496PurBhbGRE,"{'area': ['US', 'North Carolina', 'Mecklenburg County', 'Charlotte'], 'display_name': 'Charlotte, Mecklenburg County', '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,"{'tag': 'it-jobs', 'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",full_time,
5554256577,204149.2,-112.0772,204149.2,https://www.adzuna.com/land/ad/5554256577?se=bjp20i4G8RGFq4ybVf_qIg&utm_medium=api&utm_source=8fc3911e&v=7F52619A2D38DD6235F0D0A3E45415633C7E8D6C,1,33.449188,Senior Cybersecurity Engineer (Python),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'American Express'}",2025-12-24T13:15:57Z,"At American Express, our culture is built on a 175-year history of innovation, shared values and Leadership Behaviors, and an unwavering commitment to back our customers, communities, and colleagues. As part of Team Amex, youll experience this powerful backing with comprehensive support for your holistic well-being and many opportunities to learn new skills, develop as a leader, and grow your career. Here, your voice and ideas matter, your work makes an impact, and together, you will help us de…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYmpwMjBpNEc4UkdGcTR5YlZmX3FJZyIsImkiOiI1NTU0MjU2NTc3In0.W67cNfhliRmYeNaFYtOgO-bhr81RIItbicaasGN5GZ4,"{'display_name': 'Phoenix, Maricopa County', 'area': ['US', 'Arizona', 'Maricopa County', 'Phoenix'], '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs'}",full_time,
5621383348,167734.56,-122.417362,167734.56,https://www.adzuna.com/land/ad/5621383348?se=bjp20i4G8RGFq4ybVf_qIg&utm_medium=api&utm_source=8fc3911e&v=540F8D508A158BD8019C7B73B46E9637A1B04CDC,1,37.779805,"Sr. AI Researcher, AI.x","{'display_name': 'Charles Schwab', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-02-09T06:59:29Z,"Position Type: Regular Your opportunity At Schwab, you will build a rewarding career while making a difference in the lives of our millions of clients. Here, innovative thinking meets creative problem solving as we work together to challenge the status quo. We believe in the power of collaboration and value being together in the office, which is why this role is based on-site in our San Francisco office. Joining Schwab means joining a company committed to transforming the financial industry and…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYmpwMjBpNEc4UkdGcTR5YlZmX3FJZyIsImkiOiI1NjIxMzgzMzQ4In0.-xetZvYfJplLHU_Ar6qnkFXHfgh7VxAiTYekfLD5JjU,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['US', 'California', 'San Francisco', 'Tenderloin'], 'display_name': 'Tenderloin, San Francisco'}",Adzuna::API::Response::Job,"{'tag': 'scientific-qa-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Scientific & QA Jobs'}",,
5621383347,178168.1,-122.417362,178168.1,https://www.adzuna.com/land/ad/5621383347?se=bjp20i4G8RGFq4ybVf_qIg&utm_medium=api&utm_source=8fc3911e&v=93457852133BB62481A490E17B178BE571BD103D,1,37.779805,"AI Researcher, Azure & Copilot","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Charles Schwab'}",2026-02-09T06:59:29Z,"Position Type: Regular Your opportunity At Schwab, you will build a rewarding career while making a difference in the lives of our millions of clients. Here, innovative thinking meets creative problem solving as we work together to challenge the status quo. Joining Schwab means joining a company committed to transforming the financial industry and putting clients at the center of everything we do. We believe in the importance of in-office collaboration and fully intend for the selected candidat…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYyMTM4MzM0NyIsInMiOiJianAyMGk0RzhSR0ZxNHliVmZfcUlnIn0.SAT0eXGw91sfeL2CZ6as4c0ogoWyq2tIJXSk3gWScfA,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['US', 'California', 'San Francisco', 'Tenderloin'], 'display_name': 'Tenderloin, San Francisco'}",Adzuna::API::Response::Job,"{'tag': 'it-jobs', 'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",,
5618244943,109138.11,-74.73156,109138.11,https://www.adzuna.com/land/ad/5618244943?se=bjp20i4G8RGFq4ybVf_qIg&utm_medium=api&utm_source=8fc3911e&v=D83B26DBF2B4ECE05F97729D4CBB168D43BD8992,1,40.21938,Python Developer,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'CAI'}",2026-02-06T19:43:00Z,"Python Developer Req number: R7055 Employment type: Full time Worksite flexibility: Hybrid Who we are CAI is a global technology services firm with over 8,500 associates worldwide and a yearly revenue of $1 billion. We have over 40 years of excellence in uniting talent and technology to power the possible for our clients, colleagues, and communities. As a privately held company, we have the freedom and focus to do what is right-whatever it takes. Our tailor-made solutions create lasting results…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYxODI0NDk0MyIsInMiOiJianAyMGk0RzhSR0ZxNHliVmZfcUlnIn0.MaC5zJjsXE8udVJ6CLZNxuK7oqetR3L9Z9LNUJrq7Fo,"{'display_name': 'Trenton, Mercer County', 'area': ['US', 'New Jersey', 'Mercer County', 'Trenton'], '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs', 'tag': 'it-jobs'}",,
5577361724,241319.03,-87.966681,241319.03,https://www.adzuna.com/land/ad/5577361724?se=bjp20i4G8RGFq4ybVf_qIg&utm_medium=api&utm_source=8fc3911e&v=6AD774A4E4A74C929757BC00272FCB9536D42804,1,43.046901,Python Developer,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'ManpowerGroup'}",2026-01-09T23:26:51Z,"Our client, a leading organization in the technology and data solutions industry, is seeking a Python Developer to join their dynamic team. As a Python Developer, you will be an integral part of the Software Engineering and Data Engineering departments supporting innovative projects. The ideal candidate will demonstrate strong problem-solving skills, adaptability, and a collaborative mindset, which will align successfully within the organization. Job Title: Python Developer Location: Fully remo…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYmpwMjBpNEc4UkdGcTR5YlZmX3FJZyIsImkiOiI1NTc3MzYxNzI0In0.P6Rb3jVkbuRbGGojpSkpD0E_im9VYHMw6Dg5qRQRJiI,"{'area': ['US', 'Wisconsin', 'Milwaukee County', 'West Milwaukee'], 'display_name': 'West Milwaukee, Milwaukee County', '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,"{'tag': 'it-jobs', 'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",,
5614532904,156040.44,-106.54684,156040.44,https://www.adzuna.com/land/ad/5614532904?se=bjp20i4G8RGFq4ybVf_qIg&utm_medium=api&utm_source=8fc3911e&v=174BC15ADBA789DFAD8736D2E47A5A20B0CE83D3,1,35.04965,Python Developer,"{'display_name': 'SAIC', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-02-04T16:10:39Z,"Description SAIC is seeking a skilled and motivated Software Developer to support the Space Systems Command on a program that directly assists the US Space Force. The ideal candidate will be a Python developer responsible for porting a legacy Mission Unique Software (MUS) application to a modern, open-source command and control platform. The selected candidate will interface with Active Duty, US Government, and contractor personnel to re-engineer this software with a focus on creating a robust,…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYxNDUzMjkwNCIsInMiOiJianAyMGk0RzhSR0ZxNHliVmZfcUlnIn0.DisE4-EZu58Fw2jnNH1l7MlNRhMEoBZCjgNlFO9hQgM,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['US', 'New Mexico', 'Bernalillo County', 'Sandia Base'], 'display_name': 'Sandia Base, Bernalillo County'}",Adzuna::API::Response::Job,"{'tag': 'it-jobs', 'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",,
5553561435,181123.02,-76.831795,181123.02,https://www.adzuna.com/land/ad/5553561435?se=bjp20i4G8RGFq4ybVf_qIg&utm_medium=api&utm_source=8fc3911e&v=B4FD4F567F906A8FD81D13219BA2B40402201397,1,39.205747,Python Developer,"{'display_name': 'Leidos', '__CLASS__': 'Adzuna::API::Response::Company'}",2025-12-23T14:49:52Z,"Description Who We Are : Kudu Dynamics isaLeidos ownedcompany,forged out of a decade of experience in computer network operations and staffed with talent who have built, overseen, and enhanced capabilities throughout the entire USG arsenal. Our team of hackers, engineers, makers, and shakers have expe­rience spanning centuries of research, development, and oper­ations missions - across desktop, mobile, IoT, and embedded platforms. Kudu Dynamics is uniquely qualified to anticipate tomorrow's thr…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU1MzU2MTQzNSIsInMiOiJianAyMGk0RzhSR0ZxNHliVmZfcUlnIn0.SCqfeKo1x3aDwKTiDiZ1vn_VpZ6KtghVNi6kuEofCNc,"{'area': ['US', 'Maryland', 'Howard County', 'Simpsonville'], 'display_name': 'Simpsonville, Howard County', '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs'}",,
